#,Title,Artist,Album,Source,Duration,Acousticness,Artist Country,Danceability,Energy,Explicit,Liveness,Genres,Popularity,Speechiness
1056,Truth Never Lies,Lost Frequencies,Truth Never Lies,My Saved Tracks,3:11,0.146,BE,0.681,0.631,No,0.186,"house, edm, pop, dance, deep house",0,0.037
1057,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",My Saved Tracks,3:14,0.328,US,0.701,0.425,No,0.100,"alternative pop, electropop, pop, alternative r&b, contemporary r&b, art pop, singer-songwriter, indie pop, bedroom pop, pop rock, pop soul, electronic, electronica",83,0.375
1058,I Worship You Baby - Single Version,The Glories,The Best Of The Northern Soul Story,My Saved Tracks,2:25,0.137,,0.655,0.864,No,0.148,—,7,0.133
1059,All Night Dancin',The Jacksons,Destiny,My Saved Tracks,6:09,0.004,US,0.669,0.878,No,0.192,"soul, pop soul, pop, funk, bubblegum pop",35,0.046
1060,A la soledad,Desakato,Con el Viento de Cara,My Saved Tracks,4:41,0.001,ES,0.553,0.778,No,0.125,"punk rock, metal, rock",0,0.026
1061,Taquicardias,Huecco,Taquicardias,My Saved Tracks,3:00,0.282,ES,0.820,0.801,No,0.097,—,23,0.088
1062,Love Again,Zucchero,Black Cat (Deluxe),My Saved Tracks,3:54,0.062,IT,0.692,0.487,No,0.153,"pop rock, soul",14,0.034
1063,Tonight Tonight,Mondo Cozmo,Your Motherfucker,My Saved Tracks,2:24,0.002,US,0.582,0.913,No,0.065,—,29,0.101
1064,Saber que tu,La Pegatina,Saber que tu,My Saved Tracks,3:35,0.186,ES,0.689,0.852,No,0.472,—,24,0.057
1065,Ahora o nunca (con Macaco),La Pegatina,Ahora o nunca,My Saved Tracks,3:03,0.104,ES,0.750,0.920,No,0.113,—,28,0.068
1066,El Secreto de las Tortugas - Version 2010,Maldita Nerea,El Secreto de las Tortugas (Version 2010),My Saved Tracks,3:58,0.106,ES,0.547,0.884,No,0.071,pop rock,50,0.046
1067,Lo/Hi,The Black Keys,"""Let's Rock""",My Saved Tracks,2:57,0.015,US,0.606,0.679,No,0.096,"blues rock, blues, rock, garage rock, alternative rock, garage rock revival, indie rock",63,0.032
1068,Get Up Offa That Thing,James Brown,Cold Sweat & Other Soul Classics: James Brown,My Saved Tracks,4:10,0.337,US,0.883,0.631,No,0.942,"soul, funk, disco, christmas music, blues",63,0.419
1069,Rescue Me,Fontella Bass,The New Look,My Saved Tracks,2:51,0.668,US,0.678,0.544,No,0.103,"soul, chicago soul, pop soul, avant-garde jazz",65,0.033
1070,(Love Is Like A) Heat Wave,Martha Reeves & The Vandellas,Heat Wave,My Saved Tracks,2:43,0.513,US,0.514,0.624,No,0.307,"soul, motown, r&b, pop soul",59,0.084
1071,Boogie Wonderland - with The Emotions,"Earth, Wind & Fire","Boogie Wonderland: The Best Of Earth, Wind & Fire",My Saved Tracks,4:48,0.104,US,0.803,0.821,No,0.020,"funk, soul, disco, r&b, dance, jazz, big band, progressive soul, quiet storm, psychedelic soul, smooth soul",0,0.033
1072,I Want You Back,The Jackson 5,Diana Ross Presents The Jackson 5,My Saved Tracks,2:56,0.305,US,0.469,0.538,No,0.370,"soul, pop soul, pop, funk, bubblegum pop",83,0.058
1073,Can You Feel It,The Jacksons,The Best Of The 80's,My Saved Tracks,3:48,0.043,US,0.887,0.755,No,0.325,"soul, pop soul, pop, funk, bubblegum pop",41,0.046
1074,"25 Minutes to Go - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,3:53,0.660,US,0.588,0.464,No,0.238,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.463
1075,"What'd I Say, Pt. 1 & 2",Ray Charles,What'd I Say,My Saved Tracks,5:07,0.808,US,0.540,0.681,No,0.162,"soul, jazz, blues, r&b, jazz blues",62,0.051
1076,One Touch,Jess Glynne,Always in Between (Deluxe),My Saved Tracks,3:17,0.334,GB,0.686,0.692,No,0.134,"house, dance-pop, r&b, contemporary r&b, pop, soul, club, uk funky",57,0.117
1077,Wild Stare,Giant Rooks,Wild Stare,My Saved Tracks,3:14,0.025,DE,0.649,0.823,No,0.192,"rock, indie pop",49,0.050
1078,When It Was Wrong,The California Honeydrops,Spreadin' Honey,My Saved Tracks,4:32,0.716,US,0.755,0.807,No,0.245,blues,0,0.078
1079,Mi Inmadurez,La Regadera,Trovadores,My Saved Tracks,4:00,0.000,,0.477,0.798,No,0.050,—,0,0.037
1080,Por Amar al Arte,La Regadera,Dormir Es de Cobardes,My Saved Tracks,3:40,0.042,,0.465,0.948,No,0.097,—,0,0.139
1081,Walk Of Life,Dire Straits,Brothers In Arms (Remastered),My Saved Tracks,4:09,0.405,GB,0.461,0.918,No,0.126,"rock, soft rock, classic rock, roots rock, pop rock, rock and roll, pub rock, sophisti-pop, blues rock",4,0.096
1082,Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera (2011 Remaster),My Saved Tracks,5:54,0.271,GB,0.414,0.404,No,0.300,"rock, glam rock, hard rock, art rock, pop rock, classic rock, symphonic rock, progressive rock, baroque pop, disco",5,0.050
1083,Have You Ever Seen The Rain,Creedence Clearwater Revival,Pendulum (Expanded Edition),My Saved Tracks,2:40,0.066,US,0.741,0.697,No,0.133,"swamp rock, rock, country rock, blues rock, roots rock, southern rock, classic rock, rock and roll, folk rock, soft rock, rockabilly",89,0.028
1084,Could You Be Loved,Bob Marley & The Wailers,Uprising,My Saved Tracks,3:57,0.360,JM,0.916,0.720,No,0.096,"reggae, roots reggae, ska, rocksteady, jamaican ska, dub",0,0.100
1085,The Passenger,Iggy Pop,Lust For Life,My Saved Tracks,4:43,0.099,US,0.501,0.899,No,0.613,"punk rock, rock, garage rock, hard rock, classic rock, proto-punk, punk",0,0.056
1086,Black Sun,Irma,Black Sun,My Saved Tracks,3:26,0.175,PT,0.576,0.485,No,0.099,—,3,0.038
1087,HEY CHILD,X Ambassadors,ORION,My Saved Tracks,3:28,0.005,US,0.697,0.661,No,0.077,"alternative rock, pop rock, folk pop",52,0.045
1088,Stitch,Allan Rayman,Stitch,My Saved Tracks,2:45,0.124,US,0.731,0.780,No,0.085,—,25,0.098
1089,Your Water,Parker Millsap,Luck Mansion Sessions,My Saved Tracks,2:42,0.546,,0.941,0.082,No,0.056,—,3,0.081
1090,The Glory of Love,Parker Millsap,Luck Mansion Sessions,My Saved Tracks,3:14,0.869,,0.510,0.022,No,0.229,—,0,0.052
1091,Untitled Original 11383 - Take 1,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,5:41,0.706,US,0.429,0.368,No,0.294,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",28,0.040
1092,Nature Boy,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,3:24,0.369,US,0.544,0.339,No,0.099,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",28,0.038
1093,Untitled Original 11386,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,8:43,0.354,US,0.515,0.437,No,0.243,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",23,0.033
1094,Vilia - Take 3,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,5:32,0.419,US,0.368,0.448,No,0.160,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",24,0.038
1095,Impressions - Take 3,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,4:36,0.007,US,0.414,0.555,No,0.217,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",23,0.060
1096,Slow Blues,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,11:28,0.363,US,0.529,0.374,No,0.328,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",18,0.112
1097,"One Up, One Down - Take 1",John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,8:01,0.212,US,0.392,0.631,No,0.247,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",17,0.076
1098,Vilia - Take 5,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,4:37,0.611,US,0.336,0.383,No,0.141,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",16,0.032
1099,Impressions - Take 1,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,4:06,0.181,US,0.326,0.531,No,0.330,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",19,0.048
1100,Impressions - Take 2,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,4:37,0.106,US,0.521,0.482,No,0.086,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",14,0.035
1101,Impressions - Take 4,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,3:40,0.032,US,0.430,0.504,No,0.115,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",13,0.070
1102,Untitled Original 11386 - Take 2,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,8:41,0.237,US,0.338,0.440,No,0.355,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",16,0.042
1103,Untitled Original 11386 - Take 5,John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,8:23,0.386,US,0.448,0.432,No,0.063,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",16,0.033
1104,"One Up, One Down - Take 6",John Coltrane,Both Directions At Once: The Lost Album (Deluxe Version),My Saved Tracks,7:17,0.350,US,0.428,0.558,No,0.112,"jazz, free jazz, hard bop, modal jazz, avant-garde jazz, post-bop, spiritual jazz, instrumental jazz",13,0.090
1105,Los tesoros imposibles,Huecco,Assalto,My Saved Tracks,3:49,0.076,ES,0.691,0.669,No,0.162,—,41,0.028
1106,"Semana - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,2:24,0.871,ES,0.388,0.384,No,0.873,—,15,0.525
1107,"Al Bando Vencido - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,3:54,0.909,ES,0.473,0.298,No,0.877,—,19,0.053
1108,"Sin Ti a Mi Lado - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,3:27,0.891,ES,0.529,0.348,No,0.704,—,24,0.079
1109,"Podría Ser - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,4:08,0.823,ES,0.785,0.329,No,0.706,—,17,0.204
1110,"Duermes - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,4:30,0.867,ES,0.517,0.341,No,0.730,—,18,0.071
1111,"Palabras Para Julia - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,3:40,0.851,ES,0.494,0.357,No,0.809,—,23,0.239
1112,"Te Odio - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,4:30,0.889,ES,0.528,0.337,No,0.703,—,16,0.268
1113,"Tantas Cosas - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,4:04,0.893,ES,0.498,0.219,No,0.705,—,19,0.076
1114,"Crucé un Océano - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,2:59,0.928,ES,0.549,0.394,No,0.693,—,16,0.150
1115,"Mi Problema - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,5:03,0.923,ES,0.536,0.260,No,0.728,—,17,0.084
1116,"Amo Tanto la Vida - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,4:32,0.866,ES,0.391,0.288,No,0.735,—,18,0.055
1117,"Ahora - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,4:44,0.904,ES,0.510,0.346,No,0.707,—,16,0.071
1118,"Testamento Vital - ""Todavía"" en Acústico",Ismael Serrano,Todavía (Acústico en Directo),My Saved Tracks,4:00,0.873,ES,0.490,0.468,No,0.714,—,16,0.050
1119,Mona Lisa - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,4:21,0.473,US,0.131,0.243,No,0.965,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",14,0.035
1120,But Beautiful - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,4:58,0.617,US,0.182,0.128,No,0.853,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",12,0.039
1121,Nature Boy - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,3:50,0.651,US,0.182,0.209,No,0.966,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",12,0.043
1122,L-O-V-E - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,2:12,0.581,US,0.537,0.406,No,0.695,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",16,0.167
1123,"Quizas, Quizas, Quizas - Live At The Royal Albert Hall / 02 April 2018",Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,4:05,0.203,US,0.315,0.250,No,0.638,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",12,0.034
1124,Miss Otis Regrets - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,4:02,0.578,US,0.281,0.267,No,0.764,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",12,0.045
1125,Pick Yourself Up - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,3:08,0.278,US,0.437,0.449,No,0.965,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",10,0.302
1126,In Heaven - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,3:00,0.865,US,0.467,0.127,No,0.698,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",11,0.044
1127,When Love Was King - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,7:23,0.439,US,0.183,0.276,No,0.940,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",11,0.051
1128,The Lonely One - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,4:09,0.318,US,0.184,0.249,No,0.690,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",9,0.049
1129,Ballerina - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,2:30,0.214,US,0.325,0.618,No,0.951,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",9,0.414
1130,No Love Dying - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,5:33,0.588,US,0.468,0.339,No,0.689,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",12,0.094
1131,I Wonder Who My Daddy Is - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,3:55,0.391,US,0.363,0.092,No,0.964,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",14,0.051
1132,Sweet Lorraine - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,2:45,0.591,US,0.483,0.376,No,0.941,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",8,0.103
1133,For All We Know - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,5:32,0.096,US,0.160,0.133,No,0.659,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",9,0.033
1134,The Christmas Song - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,4:01,0.196,US,0.172,0.276,No,0.940,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",8,0.060
1135,Smile - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,4:20,0.360,US,0.126,0.320,No,0.954,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",10,0.037
1136,Hey Laura - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,3:40,0.513,US,0.423,0.271,No,0.983,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",18,0.057
1137,Don’t Lose Your Steam - Live At The Royal Albert Hall / 02 April 2018,Gregory Porter,One Night Only (Live At The Royal Albert Hall / 02 April 2018),My Saved Tracks,5:13,0.089,US,0.456,0.610,No,0.794,"jazz, blues, contemporary jazz, gospel, neo soul, vocal jazz, soul jazz, traditional pop, easy listening, soul blues, soul",9,0.074
1138,Ven - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,6:47,0.715,ES,0.411,0.284,No,0.670,—,34,0.038
1139,Las Cuatro y Diez - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,3:33,0.416,ES,0.688,0.350,No,0.968,—,26,0.040
1140,Últimamente - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,5:14,0.301,ES,0.659,0.713,No,0.730,—,26,0.042
1141,Sucede Que a Veces - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,5:33,0.372,ES,0.628,0.472,No,0.903,—,28,0.043
1142,Spaghetti del Rock - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,4:00,0.467,ES,0.619,0.331,No,0.879,—,24,0.025
1143,Pequeña Criatura - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,5:06,0.579,ES,0.350,0.310,No,0.718,—,34,0.064
1144,Cien Días - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,4:41,0.025,ES,0.587,0.748,No,0.719,—,24,0.026
1145,Te Vas - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,5:33,0.240,ES,0.527,0.536,No,0.958,—,24,0.077
1146,No Estarás Sola - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,4:10,0.588,ES,0.505,0.489,No,0.976,—,25,0.131
1147,Luces Errantes - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,6:12,0.140,ES,0.386,0.492,No,0.902,—,22,0.044
1148,Busco una Canción - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,4:55,0.381,ES,0.545,0.634,No,0.976,—,21,0.097
1149,Todo Cambia - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,5:04,0.424,ES,0.360,0.250,No,0.974,—,25,0.049
1150,Si Se Callase el Ruido (feat. Rozalén) - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,5:27,0.346,ES,0.584,0.485,No,0.702,—,34,0.043
1151,"Papá, Cuéntame Otra Vez - En Directo",Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,7:05,0.235,ES,0.327,0.524,No,0.726,—,24,0.057
1152,Recuerdo - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,6:06,0.879,ES,0.400,0.183,No,0.926,—,25,0.091
1153,La Llamada - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,5:55,0.035,ES,0.627,0.708,No,0.703,—,22,0.041
1154,Ya Ves - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,5:02,0.689,ES,0.323,0.240,No,0.970,—,24,0.056
1155,Nieve - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,4:28,0.129,ES,0.259,0.407,No,0.891,—,38,0.084
1156,Y Sin Embargo - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,5:25,0.912,ES,0.417,0.314,No,0.975,—,26,0.068
1157,Vine del Norte - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,5:09,0.702,ES,0.504,0.263,No,0.940,—,24,0.044
1158,Vértigo - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,7:08,0.630,ES,0.512,0.377,No,0.742,—,25,0.033
1159,Ahora Que Te Encuentro - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,7:26,0.626,ES,0.467,0.333,No,0.854,—,28,0.061
1160,Agua y Aceite - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,4:23,0.129,ES,0.490,0.555,No,0.979,—,24,0.070
1161,Aguas Abril - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,4:43,0.312,ES,0.400,0.330,No,0.926,—,20,0.055
1162,Todo Empieza y Todo Acaba en Ti - En Directo,Ismael Serrano,20 Años Hoy Es Siempre (En Directo),My Saved Tracks,5:58,0.151,ES,0.309,0.336,No,0.726,—,22,0.040
1163,Apenas,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,3:43,0.472,,0.731,0.770,No,0.080,—,0,0.119
1164,Quiero Darte,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,3:35,0.239,,0.762,0.598,No,0.090,—,0,0.089
1165,No Tienes Ni Idea,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,3:36,0.212,,0.648,0.516,No,0.267,—,0,0.033
1166,Sálvate,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,4:03,0.090,,0.697,0.877,No,0.109,—,0,0.075
1167,Tu Sombra,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,4:04,0.429,,0.518,0.396,No,0.105,—,0,0.035
1168,Échame de Menos,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,3:51,0.303,,0.610,0.786,No,0.170,—,0,0.130
1169,Vaya Lío,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,3:25,0.842,,0.703,0.446,No,0.115,—,0,0.083
1170,Fuimos,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,3:46,0.082,,0.715,0.566,No,0.120,—,0,0.045
1171,No Hubiera Dudado,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,5:24,0.872,,0.406,0.278,No,0.089,—,0,0.030
1172,Santiago,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,5:06,0.147,,0.527,0.507,No,0.065,—,0,0.028
1173,Primero N - Versión Acústica,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,5:41,0.754,,0.344,0.433,No,0.213,—,0,0.027
1174,Mariposas - Version Acústica,Fredi Leis,Neón (Versión Exclusiva),My Saved Tracks,4:07,0.804,,0.536,0.441,No,0.102,—,0,0.026
1175,MALAMENTE - Cap.1: Augurio,ROSALÍA,El Mal Querer,My Saved Tracks,2:30,0.549,ES,0.893,0.482,No,0.075,"flamenco, reggaeton, latin pop, latin, flamenco pop, singer-songwriter, pop, hip hop",68,0.087
1176,QUE NO SALGA LA LUNA - Cap.2: Boda,ROSALÍA,El Mal Querer,My Saved Tracks,4:29,0.763,ES,0.625,0.655,No,0.378,"flamenco, reggaeton, latin pop, latin, flamenco pop, singer-songwriter, pop, hip hop",56,0.112
1177,PIENSO EN TU MIRÁ - Cap.3: Celos,ROSALÍA,El Mal Querer,My Saved Tracks,3:13,0.091,ES,0.647,0.676,No,0.095,"flamenco, reggaeton, latin pop, latin, flamenco pop, singer-songwriter, pop, hip hop",66,0.086
1178,DE AQUÍ NO SALES - Cap.4: Disputa,ROSALÍA,El Mal Querer,My Saved Tracks,2:24,0.324,ES,0.802,0.448,No,0.069,"flamenco, reggaeton, latin pop, latin, flamenco pop, singer-songwriter, pop, hip hop",50,0.100
1179,RENIEGO - Cap.5: Lamento,ROSALÍA,El Mal Querer,My Saved Tracks,3:28,0.817,ES,0.246,0.210,No,0.095,"flamenco, reggaeton, latin pop, latin, flamenco pop, singer-songwriter, pop, hip hop",48,0.037
1180,PRESO - Cap.6: Clausura,ROSALÍA,El Mal Querer,My Saved Tracks,0:40,0.790,ES,0.559,0.291,No,0.099,"flamenco, reggaeton, latin pop, latin, flamenco pop, singer-songwriter, pop, hip hop",46,0.068
1181,BAGDAD - Cap.7: Liturgia,ROSALÍA,El Mal Querer,My Saved Tracks,3:02,0.737,ES,0.707,0.360,No,0.098,"flamenco, reggaeton, latin pop, latin, flamenco pop, singer-songwriter, pop, hip hop",62,0.050
1182,DI MI NOMBRE - Cap.8: Éxtasis,ROSALÍA,El Mal Querer,My Saved Tracks,2:42,0.885,ES,0.794,0.534,No,0.314,"flamenco, reggaeton, latin pop, latin, flamenco pop, singer-songwriter, pop, hip hop",62,0.131
1183,NANA - Cap.9: Concepción,ROSALÍA,El Mal Querer,My Saved Tracks,3:17,0.935,ES,0.345,0.072,No,0.123,"flamenco, reggaeton, latin pop, latin, flamenco pop, singer-songwriter, pop, hip hop",48,0.041
1184,MALDICIÓN - Cap.10: Cordura,ROSALÍA,El Mal Querer,My Saved Tracks,2:55,0.727,ES,0.439,0.310,No,0.112,"flamenco, reggaeton, latin pop, latin, flamenco pop, singer-songwriter, pop, hip hop",49,0.042
